@relation relationship 
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.887039,-1.0,1.0,-0.921456,0.976475,-1.0,0.99994,-1.0,1.0,0.72387,1.0,-0.999999,-0.687381,0.985344,-1.0,-1.0,0.999992,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-0.999274,-0.999999,-0.989444,1.0,-1.0,0.996467,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.996114,1.0,-1.0,-1.0,-1.0,-0.99957,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.999992,1.0,-1.0,1.0,-0.999997,-1.0,-1.0,1.0,1.0,-1.0,-0.999999,1.0,-1.0,1.0,-1.0,-0.990548,1.0,1.0,-1.0,1.0,-0.993495,0.999582,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.999999,-0.999995,-0.766052,-0.999924,1.0,-1.0,1.0,-1.0,-0.999862,1.0,1.0,1.0,0.999992,0.996466,0.732231,-1.0,1.0,-0.378668,1.0,-1.0,-1.0,1.0,-0.156599,-1.0,1.0,1.0,0.999984,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.940104,-1.0,-1.0,0.999476,1.0,-1.0,-1.0,1.0,1.0,1.0,0.99999,-1.0,-1.0,-0.915404,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.286058,-0.999996,1.0,-0.999992,1.0,0.999999,1.0,1.0,1.0,0.991314,1.0,1.0,1.0,-0.639668,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-0.99997,1.0,1.0,1.0,0.961257,-1.0,0.0130816,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.999914,1.0,1.0,-1.0,-0.999442,0.999907,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.987874,0.941023,1.0,-1.0,0.985766,-0.99763,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,0.970744,1.0,0.820712,-0.998719,-1.0,-0.967464,-0.999999,-1.0,1.0,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.563251,-1.0,1.0,-0.433111,-0.999991,-1.0,0.999999,-0.999983,1.0,-0.999989,1.0,-1.0,-0.998338,0.994478,-0.999982,-1.0,0.999711,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,0.917301,-1.0,-0.999741,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.980736,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.969812,1.0,-1.0,-1.0,-1.0,-0.999848,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-0.999515,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.999973,1.0,-1.0,1.0,-0.999887,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.922989,1.0,1.0,-1.0,-0.932562,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.999998,-0.99498,1.0,-1.0,1.0,-0.999576,-0.999995,1.0,1.0,1.0,0.999999,-0.993259,0.959896,-0.999996,1.0,-0.999995,1.0,-1.0,-1.0,1.0,-0.999984,-1.0,1.0,1.0,1.0,0.999095,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.999999,-1.0,0.999975,-1.0,-1.0,0.999994,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.990354,-1.0,-1.0,0.999703,1.0,-0.162814,-1.0,1.0,-0.988372,-0.998246,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.736409,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.999814,1.0,-1.0,1.0,1.0,-1.0,1.0,-0.999211,1.0,1.0,1.0,-0.999843,-1.0,0.892161,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.996221,1.0,1.0,1.0,-1.0,-0.482741,0.999983,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.985322,0.999999,1.0,-1.0,-0.866374,0.195081,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.809458,1.0,1.0,0.788989,0.826731,-1.0,-0.688323,-1.0,-1.0,1.0,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.976008,-1.0,1.0,-0.999999,0.99934,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.065554,1.0,-0.999726,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-0.819994,-0.992346,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.996699,0.999865,-1.0,0.998126,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.999991,1.0,-1.0,1.0,1.0,1.0,-1.0,-0.998615,0.991277,-1.0,0.999988,-1.0,0.999977,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.973518,1.0,-0.963713,1.0,-1.0,-1.0,-0.999212,1.0,1.0,-1.0,-0.998196,-1.0,-0.976004,0.997952,-1.0,1.0,1.0,1.0,-1.0,0.548477,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.97657,1.0,1.0,1.0,-1.0,0.989898,0.999416,-0.888602,-0.734093,1.0,1.0,-1.0,0.999698,-1.0,-0.998844,1.0,1.0,1.0,1.0,-0.854119,-1.0,-0.999998,1.0,-0.920896,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.999909,-0.999781,-0.998697,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.475062,-1.0,-1.0,-1.0,-1.0,-0.856462,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.993155,1.0,-0.995948,-1.0,1.0,-0.998058,1.0,1.0,-0.993825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.999968,-1.0,1.0,-1.0,-0.972629,1.0,-1.0,1.0,1.0,-0.999577,1.0,-0.999925,1.0,0.9796,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.99115,1.0,1.0,1.0,-1.0,-1.0,0.854078,-1.0,1.0,-1.0,-1.0,-1.0,0.90496,-1.0,-1.0,-1.0,-1.0,-1.0,0.771702,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.999977,-1.0,-0.999685,-1.0,-0.999971,-1.0,-1.0,1.0,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999988,-0.999535,1.0,0.999867,-1.0,-1.0,0.99966,-0.998517,1.0,0.428522,0.999996,-0.999999,-0.99654,0.317739,-1.0,-1.0,0.897956,0.964488,1.0,-1.0,1.0,-1.0,-1.0,0.999998,0.994609,-0.980005,-0.996262,1.0,-1.0,1.0,1.0,0.567771,-1.0,0.999744,1.0,-1.0,-1.0,0.999077,1.0,-1.0,0.999998,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.999988,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.983756,1.0,-0.188947,-1.0,1.0,-1.0,-0.968463,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.946132,1.0,0.516599,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.696104,-0.899298,-0.99964,-1.0,-0.711069,1.0,1.0,-1.0,-0.97868,-0.999983,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.999456,0.610814,1.0,-0.90606,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.831533,-1.0,0.999291,-0.999983,1.0,0.104658,1.0,-1.0,-1.0,1.0,-0.992126,-1.0,1.0,0.999944,0.833729,0.999992,-1.0,1.0,-0.795858,-1.0,1.0,1.0,1.0,1.0,0.999898,-0.266047,-1.0,0.969429,-1.0,-1.0,0.995576,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.999095,-0.987019,1.0,-1.0,1.0,1.0,-0.999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.999997,0.961503,1.0,-1.0,-1.0,-0.799319,-1.0,1.0,-1.0,-0.999729,1.0,-1.0,1.0,1.0,-0.99884,1.0,-1.0,1.0,0.999733,1.0,-0.999983,-1.0,0.999996,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.997997,1.0,1.0,1.0,-1.0,-1.0,-0.998793,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.913397,1.0,1.0,-1.0,-0.991424,-0.999999,-1.0,-1.0,0.998311,-1.0,1.0,-1.0,0.369958,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,1,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.893245,-1.0,1.0,-0.997021,-1.0,-1.0,1.0,-0.999814,1.0,-1.0,0.43824,-1.0,-0.983799,0.944364,-1.0,-1.0,0.966901,0.979308,1.0,-1.0,1.0,-1.0,-1.0,-0.991444,0.997534,-1.0,0.525774,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.999994,1.0,-1.0,-1.0,0.979494,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.999996,1.0,-1.0,-1.0,-1.0,-0.999989,-1.0,1.0,1.0,1.0,-0.97763,0.865121,0.999996,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.999989,1.0,-0.999999,-1.0,-1.0,1.0,1.0,-1.0,-0.99386,0.415721,-1.0,0.998819,-1.0,0.999788,1.0,1.0,-1.0,-0.999991,-0.708291,-0.368674,-1.0,-1.0,1.0,-0.999976,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.999996,1.0,0.998592,1.0,-1.0,1.0,0.999793,-1.0,1.0,1.0,1.0,0.999979,0.779746,0.996962,0.99878,1.0,-0.983893,1.0,-1.0,-1.0,1.0,0.504679,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-0.191389,-1.0,1.0,1.0,1.0,1.0,0.999998,0.992379,-1.0,1.0,-1.0,-1.0,0.999994,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.999954,1.0,0.991568,-1.0,1.0,-1.0,0.94738,1.0,0.156438,1.0,-0.445248,1.0,1.0,1.0,0.999994,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.999994,-1.0,1.0,-1.0,-0.997338,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-0.999155,-1.0,1.0,1.0,1.0,-1.0,-0.999596,1.0,-1.0,-1.0,0.992049,1.0,1.0,1.0,-1.0,-0.999999,-0.844057,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.937357,1.0,1.0,-1.0,0.998392,-1.0,-1.0,-1.0,0.999757,-1.0,1.0,-1.0,-0.927137,1.0,1.0,0.979986,-1.0,-1.0,-0.647773,-1.0,-1.0,0.995597,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,-0.902215,1.0,1.0,1.0,0.994934,-0.999992,0.997728,0.95992,-1.0,-1.0,1.0,-0.996978,1.0,-0.999999,1.0,-1.0,-0.971758,0.999996,-1.0,-1.0,0.999984,0.399053,1.0,-1.0,1.0,-1.0,-1.0,-0.473268,-0.999972,-0.943483,-0.999983,0.999965,-1.0,1.0,1.0,0.998897,-1.0,1.0,1.0,-1.0,-1.0,0.00353765,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.713899,0.950743,0.99969,-1.0,1.0,-1.0,-0.978755,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.99984,1.0,1.0,1.0,0.998357,-1.0,-0.999999,0.999884,1.0,-1.0,-0.999589,-0.999999,-1.0,0.998553,-1.0,1.0,1.0,1.0,-1.0,-1.0,-0.376987,-0.986747,-1.0,-1.0,1.0,-1.0,1.0,-0.999941,1.0,1.0,-1.0,-1.0,-1.0,0.999653,1.0,0.888766,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-0.999058,1.0,0.999993,1.0,-1.0,-1.0,1.0,0.999823,-1.0,1.0,1.0,0.971778,0.962871,-1.0,1.0,0.999211,-1.0,1.0,1.0,1.0,1.0,1.0,0.994092,-1.0,1.0,-1.0,-1.0,0.999804,1.0,-1.0,-1.0,1.0,1.0,1.0,-0.67038,-1.0,0.99471,1.0,-1.0,-1.0,-1.0,0.999429,-0.999997,-1.0,1.0,-1.0,0.992259,1.0,-0.986999,1.0,0.997687,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.999367,0.999942,1.0,-1.0,-1.0,-0.855969,-1.0,1.0,-1.0,-0.970336,1.0,-1.0,1.0,1.0,1.0,1.0,-0.999745,1.0,1.0,1.0,0.999963,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.952875,1.0,1.0,0.99997,-1.0,-1.0,0.981436,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.984156,-1.0,0.995153,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.999795,1.0,1.0,0.782678,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,1,1,0,1
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.999998,-1.0,1.0,0.920906,1.0,-0.966279,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.999956,1.0,-1.0,1.0,-0.993492,-1.0,0.879432,0.968109,-0.999679,-1.0,1.0,-1.0,1.0,1.0,0.999921,-1.0,1.0,1.0,-1.0,-1.0,0.999969,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.999947,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-0.335616,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.911967,1.0,-0.999986,1.0,-1.0,-0.999998,-1.0,-0.477769,1.0,-1.0,-1.0,0.989456,-1.0,1.0,-1.0,0.998402,1.0,1.0,-1.0,-0.999996,-0.999916,-0.466461,-1.0,-1.0,1.0,-1.0,1.0,0.955534,1.0,1.0,-1.0,-1.0,-1.0,-0.999997,1.0,-0.66556,1.0,-1.0,1.0,0.999999,-0.99999,1.0,1.0,1.0,1.0,0.983146,-0.928075,0.996786,1.0,0.997496,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.349952,0.999377,0.993187,-1.0,1.0,-0.999875,-1.0,1.0,1.0,1.0,1.0,-0.999942,0.991827,-1.0,-0.999973,-1.0,-1.0,-0.999999,1.0,-1.0,-1.0,1.0,1.0,1.0,0.560122,-1.0,0.980937,1.0,-1.0,-1.0,-0.998873,0.773443,-1.0,-1.0,1.0,-1.0,-0.999938,1.0,-0.963506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.888747,0.603965,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.87984,1.0,-1.0,1.0,1.0,-1.0,1.0,-0.992086,1.0,1.0,1.0,-0.999973,-1.0,-0.999762,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.996306,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.700146,0.99968,0.434999,-1.0,0.999999,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.990482,1.0,1.0,0.999362,-1.0,-1.0,-1.0,-1.0,-1.0,0.998351,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.807605,-1.0,1.0,0.999904,0.812922,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.788525,1.0,0.906664,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.999847,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,0.999251,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.999918,-1.0,1.0,1.0,1.0,-1.0,0.221772,0.998832,-1.0,1.0,-1.0,-0.99998,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.416265,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.999987,-0.999818,1.0,-1.0,-0.961878,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.977034,1.0,0.999998,1.0,1.0,-1.0,-0.99695,0.687975,-1.0,0.999997,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-0.872517,-1.0,-1.0,1.0,-0.999858,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-0.557216,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.37726,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.999974,-1.0,-1.0,1.0,1.0,-0.999082,-1.0,1.0,0.00489452,0.994333,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.991484,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.990915,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.999351,1.0,-1.0,-0.999763,-0.997646,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.999607,1.0,1.0,1.0,-1.0,-1.0,0.996556,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.999761,1.0,1.0,-1.0,-1.0,-0.99779,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.99995,1.0,1.0,-0.999999,-0.97475,-0.999998,-0.999986,-1.0,-1.0,1.0,1,0,1,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999987,-0.999991,1.0,-0.953201,-0.998659,-1.0,1.0,-1.0,1.0,0.996131,1.0,-0.999991,0.999037,0.995409,-1.0,-1.0,0.994904,1.0,1.0,-1.0,1.0,-0.991991,-1.0,-0.376663,0.458306,-1.0,-0.777362,1.0,-1.0,1.0,1.0,-0.257725,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.999583,-1.0,0.999995,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.999188,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.999997,1.0,1.0,-1.0,1.0,-1.0,0.999999,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.999996,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0.999839,-1.0,-0.866787,0.999999,1.0,-1.0,0.211075,-1.0,0.966538,-1.0,-1.0,1.0,-1.0,1.0,0.998751,1.0,0.999686,-1.0,-0.999646,-1.0,-1.0,-0.998194,-0.997335,1.0,-1.0,1.0,-0.179506,-1.0,1.0,1.0,1.0,1.0,0.999999,-0.335362,0.999871,1.0,0.976937,1.0,-1.0,-1.0,1.0,-0.999998,-1.0,1.0,-0.899056,0.130102,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-0.999983,0.85814,-0.999643,-0.999331,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.999978,-1.0,-1.0,0.476995,0.920198,-0.999996,-1.0,1.0,-1.0,0.998654,1.0,-0.999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.984996,1.0,1.0,-1.0,-1.0,0.999962,-1.0,1.0,-1.0,0.999999,1.0,-1.0,1.0,1.0,-1.0,1.0,0.943009,1.0,1.0,1.0,-0.999963,-1.0,-0.99989,1.0,1.0,-1.0,-1.0,0.997879,-1.0,-1.0,-0.930897,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.996602,0.9999,0.999763,-1.0,0.999809,-0.585808,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.941419,1.0,1.0,0.999944,-0.999991,-1.0,-1.0,-1.0,-1.0,1.0,1,0,0,0,1,1
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18857,-1.0,1.0,0.999998,-0.95895,-1.0,1.0,-0.999999,1.0,1.0,1.0,-1.0,0.115008,1.0,-0.957815,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.999998,1.0,-1.0,-1.0,-1.0,0.999995,-1.0,1.0,1.0,1.0,-1.0,0.928978,0.999849,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.999987,1.0,0.999997,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.999997,-0.998896,1.0,-1.0,-0.956589,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.98179,1.0,0.992565,1.0,1.0,-1.0,-0.164147,-0.86179,-0.999992,1.0,-0.999968,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-0.987202,-1.0,-1.0,1.0,-0.999998,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-0.999572,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.999999,-1.0,-1.0,-1.0,-1.0,0.999977,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.999999,-1.0,-1.0,1.0,1.0,-0.999919,-1.0,1.0,-0.313883,0.896027,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.999987,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.620713,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.998924,1.0,-1.0,-1.0,0.947796,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.999999,1.0,1.0,1.0,-1.0,-1.0,-0.379987,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.998421,1.0,1.0,-1.0,-1.0,-0.999866,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.667262,-0.999996,-0.999999,-1.0,-1.0,1.0,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.989997,1.0,0.538966,-1.0,1.0,-1.0,0.9409,-1.0,1.0,-1.0,1.0,-0.997686,0.820359,-1.0,-0.999726,-0.423793,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-0.999908,-0.0270116,0.99999,-1.0,-0.997557,1.0,-1.0,1.0,1.0,-0.747195,-1.0,1.0,1.0,-1.0,-1.0,-0.916374,0.999996,-1.0,1.0,-1.0,1.0,-0.999995,1.0,1.0,-1.0,-1.0,-0.999758,0.999971,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-0.997775,0.96781,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.999988,-1.0,1.0,-0.999897,-1.0,-1.0,1.0,1.0,-1.0,0.999691,0.999999,-1.0,1.0,-1.0,-0.999985,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.999828,1.0,1.0,-1.0,-0.999999,0.961405,-0.999998,-0.997615,0.573966,1.0,-1.0,0.998758,0.866847,-1.0,1.0,1.0,1.0,1.0,-0.999976,-0.996757,-0.999996,1.0,0.941501,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-0.999985,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.999988,-1.0,1.0,-1.0,-1.0,-0.968804,1.0,-1.0,-0.999999,1.0,1.0,1.0,1.0,-1.0,-0.991631,0.998309,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.999804,0.919924,1.0,-1.0,1.0,-0.999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.999996,1.0,-1.0,1.0,1.0,-0.538746,1.0,0.993883,1.0,1.0,1.0,-1.0,-1.0,-0.999992,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.993714,1.0,1.0,0.999999,-1.0,-0.99234,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-0.84147,-0.39341,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.625392,0.999992,0.998616,-0.993688,-1.0,-1.0,0.999999,-1.0,-1.0,-0.999997,1,0,0,0,0,0
